_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711483684,FALSE,finalized,3,4/29/15 16:46,Personal experience,1,Caused side effect,1,203,FALSE,,,,,"I was started on <font color=""blue"">Yaz</font> to kick-start a period (for about eight months I have had continual bleeding but not a period--like a drippy faucet, but with <font color=""red"">extreme pain</font> as well)."
711483685,FALSE,finalized,3,4/30/15 0:12,Impersonal experience,0.64,Caused side effect,0.7,204,FALSE,,,,,"having read posts on here before using Yasmin I realized, or it at least seemed, that girls not previously having experienced <font color=""red"">depression</font> DID after starting <font color=""blue"">Yasmin</font>, and vice versa."
711483686,FALSE,finalized,3,4/29/15 22:03,Personal experience,1,Is prescibed for,0.3652,205,FALSE,,,,,"I was too low in this hormone and it was likely because I was in a stressful job and the <font color=""blue"">progesterone</font> that I was using (cream <font color=""red"">rubbed into the skin</font>) was being made into cortisol."
711483687,FALSE,finalized,3,4/30/15 3:44,Personal experience,0.6596,Other,0.6596,206,FALSE,,,,,"The past 2 days I haven't had to take any <font color=""blue"">insulin</font> because I have actually been <font color=""red"">hypoglycemic</font> (well for me it is that based on what my levels have been since April)."
711483688,FALSE,finalized,3,4/29/15 16:34,Personal experience,1,Was effective against,0.6667,207,FALSE,,,,,"I still have some joint/<font color=""red"">muscle aches</font>, and other hypo symptoms, but at this time the <font color=""blue"">synthroid</font> alone seems to be what I tolerate best."
711483689,FALSE,finalized,3,4/29/15 23:12,Personal experience negated,0.3462,Caused side effect,0.6538,208,FALSE,,,,,"My son has been on Prednizone and <font color=""blue"">imuran</font> for some time (several years) and they just raised his prednizone to 30 mg and imuran to 250 mg - his <font color=""red"">bleeding</font> has never completely stopped."
711483690,FALSE,finalized,3,4/29/15 16:53,Personal experience,1,Caused side effect,1,209,FALSE,,,,,"<font color=""blue"">lyrica</font> does work but it makes me <font color=""red"">drowsy</font> and i want to be more active."
711483691,FALSE,finalized,3,4/29/15 19:43,Impersonal experience,0.625,Caused side effect,0.625,210,FALSE,,,,,"<font color=""blue"">Midodrine</font> helps in that it's a vasoconstrictor, take it if you don't need it and you'll get <font color=""red"">high blood pressure</font>."
711483692,FALSE,finalized,3,4/29/15 19:17,Personal experience,1,Caused side effect,0.6303,211,FALSE,,,,,"After getting off <font color=""blue"">seroquel</font> the <font color=""red"">spasms</font> immediately stopped, but I had severe insomnia for months, trying many different sedatives without success."
711483693,FALSE,finalized,3,4/29/15 22:08,Personal experience,1,Caused side effect,1,212,FALSE,,,,,"( both hands) Thumb pain started immediately with the <font color=""blue"">Crestor</font> and now after 2 months, the elbows and knees are starting to feel some <font color=""red"">discomfort</font>."
711483694,FALSE,finalized,3,4/29/15 17:52,Personal experience,0.6863,Caused side effect,1,213,FALSE,,,,,"So she had the <font color=""red"">rash</font> with <font color=""blue"">Cozaar</font> then..."
711483695,FALSE,finalized,3,4/29/15 21:38,Personal experience,1,Caused side effect,1,214,FALSE,,,,,"Since I've started using <font color=""blue"">Differin</font>, my face has really started <font color=""red"">itching</font>."
711483696,FALSE,finalized,3,4/29/15 16:31,Personal experience,1,Caused side effect,1,215,FALSE,,,,,"I have also had <font color=""red"">allergic</font>/severe reactions with <font color=""blue"">Arava</font> and Sulfasalazine but strangely enough, have had no problems with MTX or Enbrel"
711483697,FALSE,finalized,3,4/29/15 20:39,Personal experience,1,Caused side effect,0.6875,216,FALSE,,,,,"I am on <font color=""blue"">xanax</font> but with the <font color=""red"">fatigue</font> I try to take smaller doses, last night I took less seroquel to."
711483698,FALSE,finalized,3,4/30/15 6:41,Personal experience,1,Caused side effect,1,217,FALSE,,,,,"I take <font color=""blue"">risperdal</font> because it's the only thing that makes my anxiety better, but it does cause weight gain, <font color=""red"">sleepiness</font>, and constipation."
711483699,FALSE,finalized,3,4/29/15 21:33,Personal experience,1,Caused side effect,1,218,FALSE,,,,,"I was on <font color=""blue"">Cardura</font> for the BHP but started to have high <font color=""red"">eye pressure</font> and vision black outs."
711483700,FALSE,finalized,3,4/29/15 19:37,Impersonal experience negated,0.6875,Caused side effect,0.6875,219,FALSE,,,,,"<font color=""blue"">Copaxone</font> apparently isn't one to cause <font color=""red"">liver damage</font>, and nitherwas supposively, the Betaseron."
711483701,FALSE,finalized,3,4/30/15 2:16,Impersonal experience,0.6415,Is prescibed for,1,220,FALSE,,,,,"Adam4483					replied May 30th, 2011					  				    												    				    										    																		Benzo's such as <font color=""blue"">klonapin</font> or Xanex in low doses can be used to treat a light <font color=""red"">twitching</font>!"
711483702,FALSE,finalized,3,4/30/15 1:33,Impersonal experience,1,Caused side effect,1,221,FALSE,,,,,"t be sure if a <font color=""red"">manic episode</font> occurred because of the <font color=""blue"">prednisone</font> or because of the disorder itself."
711483703,FALSE,finalized,3,4/29/15 21:32,Impersonal experience,0.6923,Caused side effect,1,222,FALSE,,,,,"In your case, I think it would be worth checking out, especially since you are on <font color=""blue"">coumadin</font> and at risk of <font color=""red"">bleeding</font>."
711483704,FALSE,finalized,3,4/29/15 23:12,Impersonal experience,1,Caused side effect,1,223,FALSE,,,,,"<font color=""red"">Hair loss</font>/growth is mentioned in the broshure for <font color=""blue"">clonazepam</font> you get from your pharmacy."
711483705,FALSE,finalized,3,4/29/15 21:09,Impersonal experience negated,0.3404,Caused side effect,1,224,FALSE,,,,,"I would tell the neurosurgeon that the codeine is making you nauseous and <font color=""red"">itchy</font> and that you get better relief, without the bad side effects, from <font color=""blue"">Vicodin</font>."
711483706,FALSE,finalized,3,4/29/15 22:25,Impersonal experience,0.3529,Was effective against,0.6471,225,FALSE,,,,,"Well one reason that I can think of is the <font color=""red"">cramps</font> and spasms that come with taking too much <font color=""blue"">mestinon</font>."
711483707,FALSE,finalized,3,4/29/15 16:34,Personal experience,1,Caused side effect,1,226,FALSE,,,,,"-Started off with dull pain in testicles-Doctor said epididymitis- gave <font color=""blue"">cipro</font> 500-Pain went away a couple weeks later but after this i had abs no <font color=""red"">hunger</font> for weeks."
711483708,FALSE,finalized,3,4/29/15 22:08,Personal experience,1,Caused side effect,1,227,FALSE,,,,,"*** NOTE TO Sgirl, <font color=""blue"">Immuran</font> cause my knees to inflame, it felt like it was bone on bone and then I got a <font color=""red"">fever</font> which increased daily until it got to 108."
711483709,FALSE,finalized,3,4/29/15 22:15,Personal experience,1,Was effective against,0.68,228,FALSE,,,,,"If you have pain with your IBS, as I do, talk to your doctor about putting you on Hydrocodone or a different opiate (I'm on <font color=""blue"">Methadone</font>) to help with <font color=""red"">diarrhea</font>."
711483710,FALSE,finalized,3,4/30/15 4:03,Personal experience,0.6757,Caused side effect,0.6486,229,FALSE,,,,,"They said it was <font color=""red"">LADA</font>, but after being on insulin for a few months, she started having blackout episodes and the endo took her off of <font color=""blue"">insulin</font>."
711483711,FALSE,finalized,3,4/29/15 21:57,Personal experience,1,Caused side effect,0.674,230,FALSE,,,,,"Funny, felt pretty good last few days (3 weeks off <font color=""blue"">dexilant</font> tmrw), and today I am miserable with burning throat and upper left ab <font color=""red"">discomfort</font>."
711483712,FALSE,finalized,3,4/29/15 20:02,Personal experience,1,Other,0.3542,231,FALSE,,,,,"(I'm on <font color=""blue"">Zoloft</font> for panic attacks and birth control)  I also have <font color=""red"">IBS</font>, so too many medications really can upset my stomach."
711483713,FALSE,finalized,3,4/30/15 11:12,Impersonal experience,0.6448,Other,1,232,FALSE,,,,,"There is a growing body of evidence that <font color=""red"">obesity</font>, as well as <font color=""blue"">insulin</font> resistance reduce HCV treatment response."
711483714,FALSE,finalized,3,4/29/15 17:58,Personal experience,1,Caused side effect,1,233,FALSE,,,,,"I am one week into the <font color=""blue"">lupron</font> -- definite <font color=""red"">insomnia</font>, plus some overall fatigue and the occasional hot flash."
711483715,FALSE,finalized,3,4/29/15 17:28,Question,0.6863,Caused side effect,1,234,FALSE,,,,,"does anyone else take <font color=""blue"">imuran</font> and have problems with <font color=""red"">nausea</font>?"
711483716,FALSE,finalized,3,4/29/15 22:19,Personal experience,0.6688,Was effective against,0.6845,235,FALSE,,,,,"Well, when I took <font color=""blue"">Accutane</font> for the first time I was on 20mg and it cleared me to perfection (I had deep <font color=""red"">cyst</font> like things)..."
711483717,FALSE,finalized,3,4/29/15 21:16,Impersonal experience,0.6644,Caused side effect,0.6644,236,FALSE,,,,,"They won't put my daughter on <font color=""blue"">naproxen</font> as she gets bad <font color=""red"">belly aches</font> just with ibuprofen so don't want to try anything stronger."
711483718,FALSE,finalized,3,4/29/15 21:38,Impersonal experience,1,Caused side effect,0.6575,237,FALSE,,,,,"Liver problems causes <font color=""red"">itching</font> even fatty liver which really won't show on catscan   Try taking <font color=""blue"">vit c</font>"
711483719,FALSE,finalized,3,4/29/15 23:12,Personal experience,1,Caused side effect,1,238,FALSE,,,,,"Allergic to asprin and sulpha drugs, have had an allergic reaction to Asacol and then raised <font color=""red"">liver enzymes</font> with 6<font color=""blue"">MP</font> (100 mg) so went off both."
711483720,FALSE,finalized,3,4/29/15 22:17,Personal experience,0.6364,Was effective against,0.3636,239,FALSE,,,,,"I've tried <font color=""blue"">proactiv</font> it doesn't really work if you have bad <font color=""red"">acne</font>."
711483721,FALSE,finalized,3,4/29/15 20:45,Personal experience,1,Caused side effect,1,240,FALSE,,,,,"<font color=""blue"">Actonel</font>						I started taking it 1 year ago and have had constant <font color=""red"">pain in my back</font> and joints."
711483722,FALSE,finalized,3,4/29/15 20:05,Personal experience,1,Caused side effect,1,241,FALSE,,,,,"I took <font color=""blue"">accutane</font> 18+ years ago and got diagnosed with <font color=""red"">crohns</font> 2 years ago..."
711483723,FALSE,finalized,3,4/29/15 21:00,Question,0.3333,Is prescibed for,0.6667,242,FALSE,,,,,"He was given <font color=""blue"">metronidazole</font> for 7 days, but after 2 weeks the <font color=""red"">diarrhea</font> starts again, what is the treatment for this?"
711483724,FALSE,finalized,3,4/30/15 2:33,Personal experience,1,Other,0.7115,243,FALSE,,,,,"My husband has right side <font color=""red"">paralysis</font> and had <font color=""blue"">Botox</font> injections in his shoulder and arm for severe pain for a couple of years."
711483725,FALSE,finalized,3,4/29/15 19:26,Impersonal experience,1,Caused side effect,1,244,FALSE,,,,,"<font color=""blue"">Combivir</font> has a potential to cause bone marrow problems and you should notify your doctor if you experience unusual fatigue, pale skin, <font color=""red"">sore throat</font>, fever, or chills all common side effects of corticos."
711483726,FALSE,finalized,3,4/29/15 17:07,Impersonal experience negated,0.36,Other,1,245,FALSE,,,,,"If you're injecting <font color=""blue"">insulin</font> then you may not have enough in your system to cope with the ketones, especially if you are <font color=""red"">ill</font>."
711483727,FALSE,finalized,3,4/29/15 19:50,Personal experience,1,Caused side effect,1,246,FALSE,,,,,"In regards to nasal sprays, I was using <font color=""blue"">Nasonex</font> and it makes my <font color=""red"">nose bleed</font> and burns my throat."
711483728,FALSE,finalized,3,4/29/15 17:08,Impersonal experience,1,Caused side effect,1,247,FALSE,,,,,"There are side effects as in any <font color=""blue"">progesterone</font> preparation like fluid retention, depression, acne, <font color=""red"">melasma</font>, weight gain and gastrointestinal disturbances."
711483729,FALSE,finalized,3,4/30/15 2:16,Impersonal experience,0.6415,Is prescibed for,1,248,FALSE,,,,,"The anticonvulsant divalproex (<font color=""blue"">Depakote</font>) is used frequently, particularly when <font color=""red"">psychotic features</font> are present (MMDT)."
711483730,FALSE,finalized,3,4/29/15 19:37,Personal experience,0.6538,Caused side effect,1,249,FALSE,,,,,"Hi, my mom was on <font color=""blue"">Lipitor</font> for a long time, she started having <font color=""red"">stomach problems</font> from the get go, it has gotten to the point that it seams like she has ALZ."
711483731,FALSE,finalized,3,4/29/15 18:46,Question,1,Is prescibed for,0.6667,250,FALSE,,,,,"But if  like me thisyear  you get a <font color=""blue"">flu vaccine</font> with thimerosal in it, how much mercuryis actually in that <font color=""red"">flu</font> shot?"
711483732,FALSE,finalized,3,4/29/15 17:29,Question,1,Caused side effect,1,251,FALSE,,,,,"Does the <font color=""blue"">Betaxolol</font> cause you any sexual problems or <font color=""red"">ED problems</font>?"
711483733,FALSE,finalized,3,4/30/15 0:26,Impersonal experience,1,Is prescibed for,0.3533,252,FALSE,,,,,"<font color=""blue"">Metformin</font> has several actions, it increases insulin sensitivity, <font color=""red"">reduces liver</font> production of glucose and blocks the absoption of carbs."
711483734,FALSE,finalized,3,4/29/15 16:37,Personal experience,1,Caused side effect,1,253,FALSE,,,,,"the first month of <font color=""blue"">clomid</font> i had hot flashes all the time and <font color=""red"">migraines</font>."
711483735,FALSE,finalized,3,4/29/15 17:40,Impersonal experience,1,Caused side effect,1,254,FALSE,,,,,"Avoiding <font color=""red"">weight gain</font> on <font color=""blue"">insulin</font> is not easy, but it is doable."
711483736,FALSE,finalized,3,4/30/15 9:01,Personal experience,1,Caused side effect,1,255,FALSE,,,,,"Unfortunately, I started <font color=""blue"">Immuran</font> about 2 months ago and it's causing even more <font color=""red"">hair loss</font>."
711483737,FALSE,finalized,3,4/30/15 10:38,Impersonal experience,1,Caused side effect,1,256,FALSE,,,,,""" Healthy adults who take <font color=""blue"">HGH</font> put themselves at risk for joint and <font color=""red"">muscle pain</font>, swelling in the arms and legs, carpel tunnel syndrome, and insulin resistance."
711483738,FALSE,finalized,3,4/30/15 1:09,Question,1,Caused side effect,0.6396,257,FALSE,,,,,"And why isn't <font color=""red"">autism</font> listed for <font color=""blue"">vaccine</font> court?"
711483739,FALSE,finalized,3,4/29/15 19:17,Impersonal experience,0.66,Caused side effect,1,258,FALSE,,,,,"Since you UserName indicates that you are hopefully female please be sure to eat plenty of yogurt with live active cultures or take acidophillis capsule while you are on the <font color=""blue"">Doxycycline</font> to help prevent a <font color=""red"">yeast infection</font>."
711483740,FALSE,finalized,3,4/30/15 8:02,Personal experience,1,Other,0.6796,259,FALSE,,,,,"I do well on the <font color=""blue"">Remicaide</font> but the Humira gave me <font color=""red"">hives</font> all over my facethat lasted for weeks."
711483741,FALSE,finalized,3,4/30/15 6:38,Impersonal experience,0.6556,Caused side effect,1,260,FALSE,,,,,"I've never heard of <font color=""red"">hair loss</font> from anxiety meds, just <font color=""blue"">SSRIs</font>."
711483742,FALSE,finalized,3,4/30/15 10:35,Personal experience,1,Caused side effect,1,261,FALSE,,,,,"I was also taking Oxycontin, <font color=""blue"">Neurontin</font>, and Klonopin at the time, so, in short, I know <font color=""red"">constipation</font>."
711483743,FALSE,finalized,3,4/29/15 22:56,Impersonal experience negated,0.356,Caused side effect,1,262,FALSE,,,,,"Try taking 1 of the 30/500 co-codamol with 1 normal <font color=""blue"">paracetamol</font>, I find that this combination helps with the pain without making you too <font color=""red"">lightheaded</font>/ sleepy"
711483744,FALSE,finalized,3,4/29/15 18:17,Personal experience,1,Caused side effect,0.6667,263,FALSE,,,,,"i too had been diagnosed with endometriosis (and <font color=""red"">migraines</font> from this <font color=""blue"">seasonique</font>!"
711483745,FALSE,finalized,3,4/29/15 16:53,Question,0.6348,Is prescibed for,0.6777,264,FALSE,,,,,"Do you know the reasons why you were put on <font color=""blue"">insulin</font> - was it because of the background <font color=""red"">retinopathy</font>?"
711483746,FALSE,finalized,3,4/30/15 10:42,Impersonal experience,0.6805,Is prescibed for,0.6805,265,FALSE,,,,,""" <font color=""blue"">Testosterone</font> therapy in men with <font color=""red"">prostate cancer</font>: scientific and ethical considerations."
711483747,FALSE,finalized,3,4/29/15 18:11,Impersonal experience,0.6596,Is prescibed for,0.6596,266,FALSE,,,,,"and Valtrex doesn't work for a lot of people so don't assume because the burning/<font color=""red"">itching</font> doesn't improve with <font color=""blue"">Valtrex</font> that it's not a herpes symptom."
711483748,FALSE,finalized,3,4/29/15 20:53,Personal experience,1,Caused side effect,1,267,FALSE,,,,,"> I've been taking <font color=""blue"">flaxseed oil</font> (1 TBSB) and cottage cheese (1 qtr   cup) for   > two weeks and have started to feel worse (more <font color=""red"">vertigo</font>, less   energy)."
711483749,FALSE,finalized,3,4/29/15 20:39,Impersonal experience negated,0.3502,Caused side effect,1,268,FALSE,,,,,"Comparing Levemir with Lantus when used with a fast-acting insulin in patients with type 1 diabetes, <font color=""blue"">Levemir</font> had a lower risk of major <font color=""red"">hypoglycemia</font> and nocturnal hypoglycemia, but the risk of hypoglycemia overall was comparable."
711483750,FALSE,finalized,3,4/30/15 1:01,Personal experience negated,1,Was effective against,0.644,269,FALSE,,,,,"I also get <font color=""red"">migraines</font> with my period, and <font color=""blue"">Yaz</font> hasnt seemed to help them at all."
711483751,FALSE,finalized,3,4/30/15 4:00,Impersonal experience,1,Caused side effect,1,270,FALSE,,,,,"[59] <font color=""blue"">Tramadol</font> causes typical opiate-like withdrawal symptoms as well as atypical withdrawal symptoms including <font color=""red"">seizures</font>."
711483752,FALSE,finalized,3,4/30/15 2:12,Impersonal experience,1,Is contraindicated in,0.68,271,FALSE,,,,,"People who have heart issues or <font color=""red"">high blood pressure</font> would also not be good candidates for raspberry ketones because <font color=""blue"">norepinephrine</font> can have effects on blood pressure and heart rate."
711483753,FALSE,finalized,3,4/29/15 20:39,Impersonal experience,1,Was effective against,0.6875,272,FALSE,,,,,"Funny enough, <font color=""blue"">ibuprofen</font> seems to help with <font color=""red"">dizziness</font> sometimes."
711483754,FALSE,finalized,3,4/29/15 22:25,Personal experience,0.7059,Other,0.7059,273,FALSE,,,,,"Then, taking 1 <font color=""blue"">percocet</font>, 1 flexeril, and 1 pill for nausea/<font color=""red"">dizziness</font> every 4 hours seemed to get the pain under bearable control."
711483755,FALSE,finalized,3,4/29/15 16:29,Personal experience,1,Was effective against,0.3497,274,FALSE,,,,,"So after 3 more surgeries, I tried <font color=""blue"">lupron</font> 3 more times and all I can remember is thinking I was going to <font color=""red"">bleed</font> to death, if the pain didn't kill me first."
711483756,FALSE,finalized,3,4/29/15 23:12,Personal experience negated,0.68,Caused side effect,0.68,275,FALSE,,,,,"I still have had no <font color=""red"">af</font> - thats since i came off <font color=""blue"">depo</font> so 9 months now!"
711483757,FALSE,finalized,3,4/30/15 8:26,Personal experience,1,Caused side effect,0.6737,276,FALSE,,,,,"<font color=""blue"">Paxil</font> made my <font color=""red"">rls</font> go from mild to severe"
711483758,FALSE,finalized,3,4/29/15 22:25,Impersonal experience,0.6471,Caused side effect,0.7059,277,FALSE,,,,,"I have prescribed <font color=""blue"">vicodin</font> to soothe the pain because they are very intense, but I have read in findrxonline that this medicine cause <font color=""red"">insomnia</font> and allergies, although so far i have no problems."
711483759,FALSE,finalized,3,4/29/15 16:37,Impersonal experience,0.6596,Caused side effect,1,278,FALSE,,,,,"Hi again 6Blues, I re-read my response to you on the other thread about Levaquin, and forgot to explicity mention that <font color=""red"">muscle soreness</font>  a possible side-effect of <font color=""blue"">Levaquin</font>."
711483760,FALSE,finalized,3,4/29/15 18:24,Impersonal experience,1,Caused side effect,1,279,FALSE,,,,,"Side effects with <font color=""blue"">pseudoephedrine</font> may include nervousness, restlessness, <font color=""red"">dizziness</font>, or insomnia."
711483761,FALSE,finalized,3,4/29/15 21:36,Personal experience,1,Caused side effect,0.6471,280,FALSE,,,,,"<font color=""blue"">Metformin</font>, I couldn't tolerate it at all, will not take actos or avandia due to <font color=""red"">edema</font> side effects."
711483762,FALSE,finalized,3,4/30/15 10:36,Personal experience,1,Other,0.633,281,FALSE,,,,,"Google <font color=""blue"">Vitamin D</font> deficiencies and <font color=""red"">chronic back pain</font>."
711483763,FALSE,finalized,3,4/30/15 7:41,Personal experience,1,Other,0.66,282,FALSE,,,,,"The doctor has given me Ultram ER (gave me <font color=""red"">insomnia</font>), Relafen (also gave me insomnia), and <font color=""blue"">Daypro</font> (didn't seem to help much and gave me nausea and diarrhea)."
711483764,FALSE,finalized,3,4/29/15 18:28,Impersonal experience,1,Is contraindicated in,1,283,FALSE,,,,,""" <font color=""blue"">Metformin</font> should not be taken by people with <font color=""red"">acidosis</font>, including those with diabetic ketoacidosis."
711483765,FALSE,finalized,3,4/29/15 22:25,Personal experience negated,0.6667,Caused side effect,0.6667,284,FALSE,,,,,"I am on <font color=""blue"">lamictal</font> and abilify togeather they are working great and no <font color=""red"">weight gain</font>."
711483766,FALSE,finalized,3,4/29/15 21:06,Impersonal experience,0.7,Caused side effect,1,285,FALSE,,,,,"<font color=""blue"">Remicade</font> can make your blood pressure drop which could cause <font color=""red"">fainting</font>."
711483767,FALSE,finalized,3,4/29/15 16:37,Impersonal experience,0.6853,Caused side effect,1,286,FALSE,,,,,"If they used glucagon she may <font color=""red"">vomit</font> from the injection of <font color=""blue"">glucagon</font>."
711483768,FALSE,finalized,3,4/29/15 20:39,Impersonal experience,0.7004,Is prescibed for,0.3502,287,FALSE,,,,,"There are a range of orals that can help, even a few type-1s also have <font color=""red"">insulin resistance</font> and need both orals and <font color=""blue"">insulin</font>."
711483769,FALSE,finalized,3,4/30/15 5:58,Personal experience,1,Caused side effect,1,288,FALSE,,,,,"I started taking <font color=""blue"">Entocort</font> about a month ago, and it caused me to have <font color=""red"">chronic headaches</font>."
711483770,FALSE,finalized,3,4/30/15 0:54,Personal experience,0.6379,Other,0.6379,289,FALSE,,,,,"I also had some remarkable <font color=""red"">hypos</font> - making nme very thankful that I had not taken <font color=""blue"">insulin</font> and oral nmeds ogether  as the consequences could have been drastic."
711483771,FALSE,finalized,3,4/29/15 21:38,Personal experience,1,Other,0.6736,290,FALSE,,,,,"I am <font color=""red"">hyper</font> and agitated, and can't tell whether it's the <font color=""blue"">Lamictal</font> or me."
711483772,FALSE,finalized,3,4/29/15 22:40,Personal experience,1,Was effective against,0.6531,291,FALSE,,,,,"I started on <font color=""blue"">Flagyl</font> a week before my hospitalization and the diarrhea stopped and my BMs were very formed (almost <font color=""red"">constipated</font>)."
711483773,FALSE,finalized,3,4/29/15 18:45,Impersonal experience,1,Caused side effect,1,292,FALSE,,,,,"<font color=""blue"">Ambien</font> is a medicine that very easily causes amnesia and <font color=""red"">hallucinations</font>."
711483774,FALSE,finalized,3,4/29/15 22:35,Personal experience,1,Caused side effect,1,293,FALSE,,,,,"I have a <font color=""red"">low ring in my ears</font> constantly that I only have on a higher <font color=""blue"">dose of diamox</font>."
711483775,FALSE,finalized,3,4/29/15 21:31,Personal experience,0.68,Caused side effect,1,294,FALSE,,,,,"I mentioned <font color=""blue"">peptobismol</font> can turn your <font color=""red"">stool black</font> and it's because it contanis bismuth subsalicylate."
711483776,FALSE,finalized,3,4/30/15 3:42,Personal experience,1,Caused side effect,1,295,FALSE,,,,,"I've been on <font color=""blue"">Lexapro</font> for a few months and just this week I started getting <font color=""red"">night sweats</font>."
711483777,FALSE,finalized,3,4/29/15 17:28,Impersonal experience,0.6809,Caused side effect,1,296,FALSE,,,,,"<font color=""blue"">Lamictal</font> can sometimes be more helpful on depression than mania but also is less likely to cause <font color=""red"">weight gain</font> and sedation than Depakoate but again this is an individual reaction."
711483778,FALSE,finalized,3,4/29/15 18:28,Personal experience,1,Caused side effect,0.6327,297,FALSE,,,,,"As a result, it is very hard for me to loose weight, and I have <font color=""red"">excess hair growth</font> from the level of <font color=""blue"">testosterone</font>."
711483779,FALSE,finalized,3,4/30/15 1:53,Question,1,Other,0.6327,298,FALSE,,,,,"Thankyou for responding to me, is lack of <font color=""blue"">progesterone</font> a sympton of <font color=""red"">pcos</font>, as he said that my hormone levels were high."
711483780,FALSE,finalized,3,4/29/15 22:11,Personal experience,0.6875,Other,0.375,299,FALSE,,,,,"cutting <font color=""red"">bleeding</font> and lots of <font color=""blue"">xanax</font>, suppose whatever it takes to get me through, notihng matters anymroe i just needed it to all stop					Posted on 04/05/08, 12:53 pm"
711483781,FALSE,finalized,3,4/29/15 20:50,Impersonal experience,0.682,Other,0.6486,300,FALSE,,,,,"JerrieFibromyalgia,degenerative disc disease,rheumatiod arthritis,<font color=""red"">depression</font>,asthmaCymbalta, Savella,neurotin,predisone,<font color=""blue"">morphine</font>,percocet for break through painJuiceplus,coq10,malic-acid/magnesium,probiotics,fish oilBack to Top"
711483782,FALSE,finalized,3,4/29/15 18:38,Impersonal experience,0.6242,Other,1,301,FALSE,,,,,"If you also have <font color=""red"">PCOS</font> then you are <font color=""blue"">insulin</font> resistant."
711483783,FALSE,finalized,3,4/29/15 18:35,Personal experience,0.6939,Caused side effect,1,302,FALSE,,,,,"As I have written before, I've taken so many that the <font color=""blue"">antibiotics</font> now seem to be causing another <font color=""red"">infection in my intestines</font>."
711483784,FALSE,finalized,3,4/29/15 19:59,Impersonal experience,1,Caused side effect,1,303,FALSE,,,,,"<font color=""red"">Hair loss</font> and problems with memory can happen with <font color=""blue"">lithium</font> and depakote, but I haven't heard of it with lamictal."
711483785,FALSE,finalized,3,4/30/15 8:26,Personal experience,1,Caused side effect,1,304,FALSE,,,,,"I was on an antibiotic and <font color=""blue"">prednisone</font> last month, and I how have the full-blown <font color=""red"">thrush</font>."
711483786,FALSE,finalized,3,4/29/15 18:40,Personal experience,1,Caused side effect,1,305,FALSE,,,,,"70, type 2Since I began with <font color=""blue"">Metformin</font> six months ago, I have had vivid, dreams and <font color=""red"">borderline nightmares</font> every night."
711483787,FALSE,finalized,3,4/30/15 8:26,Personal experience,1,Is prescibed for,1,306,FALSE,,,,,"My doctor gave me <font color=""blue"">oxycodone</font> and antivert to help with my <font color=""red"">headache</font> and dizziness."
711483788,FALSE,finalized,3,4/29/15 21:38,Personal experience,0.6667,Caused side effect,1,307,FALSE,,,,,"Err, I can't take the <font color=""red"">memory loss</font>, hoping it was gonna get better, but I think this is just a side effect of the <font color=""blue"">Keppra</font>, people5Back to Top"
711483789,FALSE,finalized,3,4/29/15 17:09,Personal experience,1,Is prescibed for,0.6863,308,FALSE,,,,,"<font color=""red"">AF</font> came today, so I will call in the morning to set up an appt for the HSG test and I'll go ahead and start the <font color=""blue"">100mg Clomid</font> on days 5-9."
711483790,FALSE,finalized,3,4/30/15 1:09,Impersonal experience,0.7019,Is prescibed for,0.6585,309,FALSE,,,,,"I worked many years for the company responsible for <font color=""blue"">Rituxan</font>, IDEC, the first monoclonal antibody for <font color=""red"">cancer</font> and has helped many people with NHL."
711483791,FALSE,finalized,3,4/29/15 19:17,Personal experience,0.6875,Caused side effect,1,310,FALSE,,,,,")yesterday because I value their opinion and since he said that Coreg worsens <font color=""red"">asthma</font> and I am on <font color=""blue"">Coreg</font> why not check it out?"
711483792,FALSE,finalized,3,4/29/15 21:40,Personal experience,1,Caused side effect,1,311,FALSE,,,,,"So I have to go off my <font color=""blue"">6mp</font> because It caused me to go into chemo induced <font color=""red"">anemia</font>."
711483793,FALSE,finalized,3,4/29/15 22:08,Impersonal experience,0.6735,Other,0.6939,312,FALSE,,,,,")Geezee if he thought <font color=""blue"">steroids</font> then maybe he should've given you the trigger point injections or <font color=""red"">nerve blocks</font> as they have steroids in them which would accually target the area better..."
711483794,FALSE,finalized,3,4/29/15 17:15,Personal experience,1,Caused side effect,1,313,FALSE,,,,,"Often they will have you take both MTX and <font color=""blue"">Plaquenil</font>..... I did really well on these 2 for the first couple of years until I got <font color=""red"">eye problems</font>."
711483795,FALSE,finalized,3,4/29/15 18:46,Personal experience,1,Caused side effect,1,314,FALSE,,,,,"I seem to be tolerating the <font color=""blue"">Tamoxifen</font> fairly well, the main side effects being <font color=""red"">hot flashes</font> and mild nausea."
711483796,FALSE,finalized,3,4/29/15 17:53,Impersonal experience,0.6487,Caused side effect,0.6707,315,FALSE,,,,,"<font color=""red"">Weight gain</font> wise I've read good things about geodon (<font color=""blue"">ziprasidone</font>) and seroquel (quetiapine)."
711483797,FALSE,finalized,3,4/30/15 1:18,Impersonal experience,0.6585,Caused side effect,0.6585,316,FALSE,,,,,"They do it this way, because <font color=""red"">low blood sugar</font> can pose a greater immediate danger than high blood sugar--and more <font color=""blue"">insulin</font> could mean too low blood sugar."
