disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label
duodenal ulcer prophylaxis,,rx/otc,lansoprazole,lansoprazole,proton-pump-inhibitors,,b,n
duodenal ulcer prophylaxis,,otc,prevacid otc,lansoprazole,proton-pump-inhibitors,first lansoprazole|prevacid|prevacid otc|prevacid solutab,b,n
duodenal ulcer prophylaxis,,otc,pepcid ac,famotidine tablets,h2-antagonists,pepcid|pepcid ac,b,n
duodenal ulcer prophylaxis,,rx,nexium iv,esomeprazole sodium,proton-pump-inhibitors,,c,n
duodenal ulcer prophylaxis,,rx,rabeprazole,rabeprazole,proton-pump-inhibitors,aciphex|aciphex sprinkle,b,n
duodenal ulcer prophylaxis,,otc,acid controller original strength,,h2-antagonists,,b,n
duodenal ulcer prophylaxis,,otc,pepcid ac chewable tablets,famotidine chewable tablets,h2-antagonists,pepcid ac chewable tablets,b,n
duodenal ulcer prophylaxis,,rx,pepcid oral suspension,famotidine oral suspension,h2-antagonists,pepcid oral suspension,b,n
duodenal ulcer prophylaxis,,rx,prevacid solutab,lansoprazole,proton-pump-inhibitors,first lansoprazole|prevacid|prevacid otc|prevacid solutab,b,n
duodenal ulcer prophylaxis,,rx/otc,berkley/jensen acid reducer maximum strength,,h2-antagonists,,b,n
duodenal ulcer prophylaxis,,rx/otc,careone acid reducer,,h2-antagonists,,b,n
duodenal ulcer prophylaxis,,rx/otc,cimetidine,cimetidine,h2-antagonists,tagamet hb|tagamet,b,n
duodenal ulcer,,rx/otc,omeprazole,omeprazole,proton-pump-inhibitors,,c,n
duodenal ulcer,,rx,carafate,sucralfate,miscellaneous-gi-agents,,b,n
duodenal ulcer,,rx/otc,ranitidine,ranitidine,h2-antagonists,,b,n
duodenal ulcer,,rx,sucralfate,sucralfate,miscellaneous-gi-agents,carafate,b,n
duodenal ulcer,,rx,aciphex,rabeprazole,proton-pump-inhibitors,,b,n
duodenal ulcer,,rx,pantoprazole,pantoprazole,proton-pump-inhibitors,,b,n
duodenal ulcer,,rx,prilosec,omeprazole,proton-pump-inhibitors,,c,n
duodenal ulcer,,rx,protonix,pantoprazole,proton-pump-inhibitors,,b,n
duodenal ulcer,,rx/otc,zantac,ranitidine,h2-antagonists,,b,n
duodenal ulcer,,rx,pepcid,famotidine,h2-antagonists,,b,n
duodenal ulcer,,rx,rabeprazole,rabeprazole,proton-pump-inhibitors,aciphex|aciphex sprinkle,b,n
duodenal ulcer,,rx/otc,zantac 150,,h2-antagonists,,b,n
duodenal ulcer,,rx/otc,famotidine,famotidine,h2-antagonists,,b,n
duodenal ulcer,,rx/otc,lansoprazole,lansoprazole,proton-pump-inhibitors,,b,n
duodenal ulcer,,rx,donnatal,belladonna alkaloids/phenobarbital,anticholinergics-antispasmodics,donnatal|d-tal|phenohytro,c,n
duodenal ulcer,,rx,prevacid,lansoprazole,proton-pump-inhibitors,,b,n
duodenal ulcer,,rx,atropine|hyoscyamine|phenobarbital|scopolamine,belladonna alkaloids/phenobarbital,anticholinergics-antispasmodics,donnatal|d-tal|phenohytro|hyosophen|donnapine|elixiral|bellatal|spasmolin|haponal|antispas|barbidonna|donnatal extentabs|antispasmodic|bellalphen|donnaphen|spasquid|alkabel-sr|bellatal er|servira|pb-hyos|quadrapax|phenobarbital with belladonna alkaloids|chardonna-2|hyosophen|donnapine|elixiral|bellatal|spasmolin|haponal|antispas|barbidonna|donnatal extentabs|antispasmodic|bellalphen|donnaphen|spasquid|alkabel-sr|bellatal er|servira|pb-hyos|quadrapax|phenobarbital with belladonna alkaloids,c,n
duodenal ulcer,,otc,pepcid ac,famotidine tablets,h2-antagonists,pepcid|pepcid ac,b,n
duodenal ulcer,,rx,cytotec,misoprostol,miscellaneous-gi-agents,cytotec,x,n
duodenal ulcer,,rx,prevacid solutab,lansoprazole,proton-pump-inhibitors,first lansoprazole|prevacid|prevacid otc|prevacid solutab,b,n
duodenal ulcer,,rx,antispasmodic,belladonna alkaloids/phenobarbital,anticholinergics-antispasmodics,,c,n
duodenal ulcer,,otc,calcium carbonate,calcium carbonate,antacids,calci-chew|oysco 500|os-cal 500|oyst cal 500|oyster shell calcium 500|nephro calci|amitone|dicarbosil|equilet|tums|chooz|tums e-x|alkets|titralac|oyster cal 500|calcitab|oyster shell|oyster calcium|super calcium|calcium concentrate|caltro|oyster|oyster cal|cal oys|alkums|cal-gest|tums 500|tums ultra|alka-mints|calcarb|caltrate|rolaids sodium free|amilac|calcium oyster|oyst cal|calcium liquid softgel|mylanta child|maalox quick dissolve|maalox quick dissolve maximum strength|ultra mylanta calci tabs|extra strength mylanta calci tabs|os-cal|surpass|surpass extra strength|icar prenatal chewable calcium|tums extra strength|maalox quick dissolve extra strength|calcium oyster shell|maalox antacid barrier|rolaids soft chew|pepto children's|maalox regular strength|maalox children's|tums kids|tums quikpak|calci-mix|alcalak|oyster shell calcium|tums smoothies|tums chewy bites|tums chewy delights|tums sugar-free|calci mix (obsolete)|os-cal 500|oyst cal 500|oyster shell calcium 500|nephro calci|amitone (obsolete)|dicarbosil|equilet|tums|chooz|tums e-x|alkets|titralac|oyster cal 500|calcitab|oyster shell|oyster calcium|super calcium|calcium concentrate|caltro|oyster|oyster cal|cal oys|alkums|cal-gest|tums 500|tums ultra|alka-mints|calcarb|caltrate|rolaids sodium free|amilac|calcium oyster|oyst cal|calcium liquid softgel|mylanta child|maalox quick dissolve|maalox quick dissolve maximum strength|ultra mylanta calci tabs|extra strength mylanta calci tabs|os-cal|surpass|surpass extra strength|icar prenatal chewable calcium|tums extra strength|maalox quick dissolve extra strength|calcium oyster shell|maalox antacid barrier|rolaids soft chew|pepto children's|maalox regular strength|maalox children's|tums kids|tums quikpak|calci-mix|alcalak|oyster shell calcium|tums smoothies|tums chewy bites|tums chewy delights|tums sugar-free,n,n
duodenal ulcer,,rx,protonix iv,pantoprazole injection,proton-pump-inhibitors,protonix i.v.,b,n
duodenal ulcer,,otc,acid controller maximum strength,,h2-antagonists,,b,n
duodenal ulcer,,rx/otc,cimetidine,cimetidine,h2-antagonists,tagamet hb|tagamet,b,n
duodenitis gastritis,duodenitis|gastritis,rx/otc,omeprazole,omeprazole,proton-pump-inhibitors,,c,n
duodenitis gastritis,duodenitis|gastritis,rx,pantoprazole,pantoprazole,proton-pump-inhibitors,,b,n
duodenitis gastritis,duodenitis|gastritis,rx/otc,lansoprazole,lansoprazole,proton-pump-inhibitors,,b,n
duodenitis gastritis,duodenitis|gastritis,rx/otc,esomeprazole,esomeprazole sodium,proton-pump-inhibitors,,c,n
dupuytren's contracture,dupuytren's disease|morbus dupuytren|palmar fibromatosis,rx,xiaflex,collagenase clostridium histolyticum,miscellaneous-uncategorized-agents,,b,n
dupuytren's contracture,dupuytren's disease|morbus dupuytren|palmar fibromatosis,rx,collagenase clostridium histolyticum,collagenase clostridium histolyticum,miscellaneous-uncategorized-agents,xiaflex,b,n
dysautonomia,,rx,midodrine,midodrine,miscellaneous-cardiovascular-agents,proamatine|orvaten,c,n
dysautonomia,,rx,florinef,,mineralocorticoids,,c,n
dysautonomia,,rx,fludrocortisone,fludrocortisone,mineralocorticoids,florinef acetate,c,n
dysautonomia,,rx,mestinon,pyridostigmine,cholinergic-muscle-stimulants,mestinon|mestinon timespan,c,n
dysautonomia,,rx,pyridostigmine,pyridostigmine,cholinergic-muscle-stimulants,mestinon|mestinon timespan|regonol,c,n
dysautonomia,,rx,ativan,lorazepam,benzodiazepine-anticonvulsants,,d,4
dysautonomia,,rx,alprazolam,alprazolam,benzodiazepines,,d,4
dysautonomia,,rx,lorazepam,lorazepam,benzodiazepine-anticonvulsants,,d,4
dysautonomia,,rx,amitriptyline,amitriptyline,tricyclic-antidepressants,,c,n
dysautonomia,,rx,sertraline,sertraline,ssri-antidepressants,,c,n
dysautonomia,,rx,lorazepam intensol,lorazepam,benzodiazepine-anticonvulsants,,d,4
dysautonomia,,rx/otc,naproxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx,paxil,paroxetine,ssri-antidepressants,,d,n
dysautonomia,,rx/otc,ibuprofen,,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx,fluoxetine,fluoxetine,ssri-antidepressants,,c,n
dysautonomia,,rx,nortriptyline,nortriptyline,tricyclic-antidepressants,,n,n
dysautonomia,,rx/otc,proprinal,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
dysautonomia,,rx/otc,advil,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx/otc,aleve,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx,paroxetine,paroxetine,ssri-antidepressants,,d,n
dysautonomia,,rx/otc,anaprox,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx/otc,anaprox-ds,naproxen,nonsteroidal-anti-inflammatory-agents,aleve|anaprox-ds|midol extended relief|naprelan 500|naprosyn,c,n
dysautonomia,,rx,florinef acetate,fludrocortisone,mineralocorticoids,florinef acetate,c,n
dysautonomia,,rx/otc,motrin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysautonomia,,rx/otc,nuprin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dyslipidemia,,rx,livalo,pitavastatin,hmg-coa-reductase-inhibitors,,x,n
dyslipidemia,,rx,pitavastatin,pitavastatin,hmg-coa-reductase-inhibitors,livalo|zypitamag,x,n
dyslipidemia,,rx,fluvastatin,fluvastatin,hmg-coa-reductase-inhibitors,lescol|lescol xl,x,n
dyslipidemia,,rx,zypitamag,pitavastatin,hmg-coa-reductase-inhibitors,livalo|zypitamag,x,n
dysmenorrhea,,rx/otc,ibuprofen,,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,naproxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx,mefenamic acid,mefenamic acid,nonsteroidal-anti-inflammatory-agents,ponstel,c,n
dysmenorrhea,,rx/otc,aleve,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx,diclofenac,diclofenac,nonsteroidal-anti-inflammatory-agents,,d,n
dysmenorrhea,,rx/otc,advil,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx,cataflam,diclofenac,nonsteroidal-anti-inflammatory-agents,,d,n
dysmenorrhea,,rx/otc,naprosyn,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx,voltaren,diclofenac,nonsteroidal-anti-inflammatory-agents,,d,n
dysmenorrhea,,rx,celebrex,celecoxib,cox-2-inhibitors,,c,n
dysmenorrhea,,rx/otc,motrin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,ketoprofen,ketoprofen,nonsteroidal-anti-inflammatory-agents,oruvail|orudis|actron|orudis kt,c,n
dysmenorrhea,,rx/otc,advil liqui-gels,ibuprofen capsules,nonsteroidal-anti-inflammatory-agents,advil liqui-gels,c,n
dysmenorrhea,,rx/otc,anaprox,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,midol extended relief,naproxen,nonsteroidal-anti-inflammatory-agents,aleve|anaprox-ds|midol extended relief|naprelan 500|naprosyn,c,n
dysmenorrhea,,rx/otc,anaprox-ds,naproxen,nonsteroidal-anti-inflammatory-agents,aleve|anaprox-ds|midol extended relief|naprelan 500|naprosyn,c,n
dysmenorrhea,,rx,celecoxib,celecoxib,cox-2-inhibitors,,c,n
dysmenorrhea,,rx/otc,midol ib,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
dysmenorrhea,,rx/otc,motrin ib,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
dysmenorrhea,,rx/otc,naprelan,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,ibu-200,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,nuprin,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,proprinal,ibuprofen,nonsteroidal-anti-inflammatory-agents,advil|genpril|ibu|midol ib|motrin ib|proprinal|smart sense children's ibuprofen,c,n
dysmenorrhea,,rx/otc,a-g profen,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dysmenorrhea,,rx/otc,actiprofen,ibuprofen,nonsteroidal-anti-inflammatory-agents,,c,n
dyspareunia,painful coitus (female)|painful intercourse,rx,osphena,ospemifene,selective-estrogen-receptor-modulators,,x,n
dyspareunia,painful coitus (female)|painful intercourse,rx/otc,intrarosa,prasterone vaginal ),,,n,n
dyspareunia,painful coitus (female)|painful intercourse,rx/otc,dehydroepiandrosterone,prasterone vaginal ),nutraceutical-products,intrarosa|dhea,n,n
dyspareunia,painful coitus (female)|painful intercourse,rx,ospemifene,ospemifene,selective-estrogen-receptor-modulators,osphena,x,n
dyspareunia,painful coitus (female)|painful intercourse,rx,imvexxy,estradiol vaginal insert,estrogens,imvexxy,x,n
dyspareunia,painful coitus (female)|painful intercourse,rx,estradiol,estradiol vaginal ),estrogens,,x,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,omeprazole,omeprazole,proton-pump-inhibitors,,c,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,ranitidine,ranitidine,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx,prilosec,omeprazole,proton-pump-inhibitors,,c,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,zantac,ranitidine,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,pepto-bismol,bismuth subsalicylate,antidiarrheals,bismarex|bismatrol|bismatrol maximum strength|kaopectate|kola-pectin ds|peptic relief|pepto-bismol|percy medicine|pink bismuth|soothe caplets,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,prilosec otc,omeprazole,proton-pump-inhibitors,first omeprazole|omeprazolesyrspend sf alka|prilosec|prilosec otc,c,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,famotidine,famotidine,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,milk of magnesia,magnesium hydroxide,antacids,ex-lax milk of magnesia|milk of magnesia|pedia-lax chewable|phillips milk of magnesia,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,kaopectate,bismuth subsalicylate,antidiarrheals,bismarex|bismatrol|bismatrol maximum strength|kaopectate|kola-pectin ds|peptic relief|pepto-bismol|percy medicine|pink bismuth|soothe caplets,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx,pepcid,famotidine,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,zantac 150,,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,pepcid ac,famotidine tablets,h2-antagonists,pepcid|pepcid ac,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,tums regular strength,calcium carbonate chewable tablets,antacids,tums smoothies|tums,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,mylanta,aluminum hydroxide|magnesium hydroxide|and simethicone suspension,antacids,di-gel liquid|mylanta,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,aluminum hydroxide|magnesium hydroxide|simethicone,aluminum hydroxide|magnesium hydroxide|and simethicone,antacids,almacone|gelusil|mag-al plus|mi-acid|milantex|mintox|mylanta maximum strength|rulox|mylanta ds fast acting|maalox plus|masanti ds|masanti ii|masanti|alamag plus|mi-acid ii|almacone-2|mintox plus|mylagen|mylagen-ii|magaant|ri-mox plus|rulox plus|di-gel|ri-gel ii|uni-lan|uni-lan ii|urban|urban ds|maldroxal plus|maalox plus extra strength|tempo|mylanta|maalox max|maalox|aldroxicon i|aldroxicon ii|maalox antacid antigas regular strength|mintox extra strength|mintox maximum strength|comfort gel original|comfort gel extra strength|mylanta maximum strength cherry|maalox max wild berry|maalox advanced maximum strength|milantex maximum strength|maalox advanced regular strength|geri-lanta|mag-al plus xs|mylanta maximum strength vanilla caramel|mi-acid maximum strength|mylanta fast acting|mylanta ds fast acting|maalox plus|masanti ds|masanti ii|masanti|alamag plus|mi-acid ii|almacone-2|mintox plus|mylagen|mylagen-ii|magaant|ri-mox plus|rulox plus|di-gel|ri-gel ii|uni-lan|uni-lan ii|urban|urban ds|maldroxal plus|maalox plus extra strength|tempo|mylanta|maalox max|maalox|aldroxicon i|aldroxicon ii|maalox antacid antigas regular strength|mintox extra strength|mintox maximum strength|comfort gel original|comfort gel extra strength|mylanta maximum strength cherry|maalox max wild berry|maalox advanced maximum strength|milantex maximum strength|maalox advanced regular strength|geri-lanta|mag-al plus xs|mylanta maximum strength vanilla caramel|mi-acid maximum strength,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,bismuth subsalicylate,bismuth subsalicylate,antidiarrheals,bismarex|bismatrol|bismatrol maximum strength|kaopectate|kola-pectin ds|peptic relief|pepto-bismol|percy medicine|pink bismuth|soothe caplets|maximum strength stress|stress maximum strength|kaopectate extra strength|childrens kaopectate|maalox total stomach relief|kapectolin|kao-tin bismuth subsalicylate formula|kaopectate anti-diarrheal upset stomach reliever|k-pek|soothe chewable|soothe regular strength|soothe maximum strength|pepto-bismol instacool|pepto-bismol maximum strength|maximum strength stress|stress maximum strength|kaopectate extra strength|childrens kaopectate|maalox total stomach relief|kapectolin (new formula)|kao-tin bismuth subsalicylate formula|kaopectate anti-diarrheal upset stomach reliever|k-pek|soothe chewable|soothe regular strength|soothe maximum strength|pepto-bismol instacool,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,calcium carbonate,calcium carbonate,antacids,calci-chew|oysco 500|os-cal 500|oyst cal 500|oyster shell calcium 500|nephro calci|amitone|dicarbosil|equilet|tums|chooz|tums e-x|alkets|titralac|oyster cal 500|calcitab|oyster shell|oyster calcium|super calcium|calcium concentrate|caltro|oyster|oyster cal|cal oys|alkums|cal-gest|tums 500|tums ultra|alka-mints|calcarb|caltrate|rolaids sodium free|amilac|calcium oyster|oyst cal|calcium liquid softgel|mylanta child|maalox quick dissolve|maalox quick dissolve maximum strength|ultra mylanta calci tabs|extra strength mylanta calci tabs|os-cal|surpass|surpass extra strength|icar prenatal chewable calcium|tums extra strength|maalox quick dissolve extra strength|calcium oyster shell|maalox antacid barrier|rolaids soft chew|pepto children's|maalox regular strength|maalox children's|tums kids|tums quikpak|calci-mix|alcalak|oyster shell calcium|tums smoothies|tums chewy bites|tums chewy delights|tums sugar-free|calci mix (obsolete)|os-cal 500|oyst cal 500|oyster shell calcium 500|nephro calci|amitone (obsolete)|dicarbosil|equilet|tums|chooz|tums e-x|alkets|titralac|oyster cal 500|calcitab|oyster shell|oyster calcium|super calcium|calcium concentrate|caltro|oyster|oyster cal|cal oys|alkums|cal-gest|tums 500|tums ultra|alka-mints|calcarb|caltrate|rolaids sodium free|amilac|calcium oyster|oyst cal|calcium liquid softgel|mylanta child|maalox quick dissolve|maalox quick dissolve maximum strength|ultra mylanta calci tabs|extra strength mylanta calci tabs|os-cal|surpass|surpass extra strength|icar prenatal chewable calcium|tums extra strength|maalox quick dissolve extra strength|calcium oyster shell|maalox antacid barrier|rolaids soft chew|pepto children's|maalox regular strength|maalox children's|tums kids|tums quikpak|calci-mix|alcalak|oyster shell calcium|tums smoothies|tums chewy bites|tums chewy delights|tums sugar-free,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,amphojel,aluminum hydroxide,antacids,amphojel,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,heartburn relief,famotidine,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,acid controller maximum strength,,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,deprizine,,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,magnesium hydroxide,magnesium hydroxide,antacids,ex-lax milk of magnesia|milk of magnesia|pedia-lax chewable|phillips milk of magnesia|concentrated phillips milk of magnesia,n,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,acid controller original strength,,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,otc,acid relief,,h2-antagonists,,b,n
dyspepsia,dyspepsia|uncomfortable fullness after meals,rx/otc,cimetidine,cimetidine,h2-antagonists,tagamet hb|tagamet,b,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,bupropion,bupropion,miscellaneous-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,sertraline,sertraline,ssri-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,duloxetine,duloxetine,ssnri-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,citalopram,citalopram,ssri-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,amitriptyline,amitriptyline,tricyclic-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,fluoxetine,fluoxetine,ssri-antidepressants,,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,paroxetine,paroxetine,ssri-antidepressants,,d,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,fluvoxamine,fluvoxamine,ssri-antidepressants,luvox|luvox cr,c,n
dysthymia,chronic depression|depressionchronic|dysthymia|dysthymic disorder,rx,amisulpride,,atypical-antipsychotics,,,n
dystonia,,rx,baclofen,baclofen,skeletal-muscle-relaxants,,c,n
dystonia,,rx,carbamazepine,carbamazepine,dibenzazepine-anticonvulsants,,d,n
dystonia,,rx,botox,onabotulinumtoxina,skeletal-muscle-relaxants,,c,n
dystonia,,rx,onabotulinumtoxina,onabotulinumtoxina,skeletal-muscle-relaxants,botox|botox cosmetic,c,n
dysuria,,rx/otc,phenazopyridine,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm|eridium|pyridiate|urogesic|phenazo|urodol|urinary analgesic|uristat|azo urinary pain relief max strength|viridium|eridium|pyridiate|urogesic|phenazo|urodol|urinary analgesic|uristat|azo urinary pain relief max strength,b,n
dysuria,,rx/otc,pyridium,phenazopyridine,miscellaneous-genitourinary-tract-agents,,b,n
dysuria,,rx/otc,oxybutynin,oxybutynin,urinary-antispasmodics,,b,n
dysuria,,rx/otc,azo urinary pain relief,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx,ditropan,oxybutynin,urinary-antispasmodics,,b,n
dysuria,,rx/otc,uristat,phenazopyridine,miscellaneous-genitourinary-tract-agents,,b,n
dysuria,,rx/otc,azo-standard,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx,ditropan xl,oxybutynin,urinary-antispasmodics,ditropan xl,b,n
dysuria,,rx,flavoxate,flavoxate,urinary-antispasmodics,urispas,b,n
dysuria,,rx/otc,uricalm,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx,oxytrol,oxybutynin,urinary-antispasmodics,,b,n
dysuria,,rx,gelnique,oxybutynin,urinary-antispasmodics,,b,n
dysuria,,rx/otc,azo-gesic,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx/otc,baridium,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx/otc,prodium,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
dysuria,,rx/otc,azo-septic,phenazopyridine,miscellaneous-genitourinary-tract-agents,,b,n
dysuria,,rx/otc,re-azo,phenazopyridine,miscellaneous-genitourinary-tract-agents,azo urinary pain relief|azo-gesic|azo-standard|baridium|prodium|pyridium|re-azo|uricalm,b,n
eaton lambert myasthenic syndrome,eaton-lambert syndrome|lambert-eaton syndrome|lems,rx,firdapse,amifampridine,cholinergic-muscle-stimulants,firdapse,,n
eaton lambert myasthenic syndrome,eaton-lambert syndrome|lambert-eaton syndrome|lems,rx,amifampridine,amifampridine,cholinergic-muscle-stimulants,firdapse,,n
eaton lambert myasthenic syndrome,eaton-lambert syndrome|lambert-eaton syndrome|lems,rx,ruzurgi,amifampridine tablets,cholinergic-muscle-stimulants,ruzurgi,,n
ebola zaire disease prophylaxis,,rx,ebola zaire vaccinelive,,,,,u
echinococcus infection,,rx,mebendazole,mebendazole,anthelmintics,emverm|vermox,c,n
echinococcus infection,,rx,praziquantel,praziquantel,anthelmintics,biltricide,b,n
echinococcus infection,,rx,albenza,albendazole,anthelmintics,albenza,c,n
echinococcus infection,,rx,biltricide,praziquantel,anthelmintics,biltricide,b,n
echinococcus infection,,rx,albendazole,albendazole,anthelmintics,albenza,c,n
echocardiography,cardiac echo|cardiac sonography|echo test|heart ultrasound,rx,perflutren,perflutren,ultrasound-contrast-media,definity|optison,b,n
echocardiography,cardiac echo|cardiac sonography|echo test|heart ultrasound,rx,definity,perflutren,ultrasound-contrast-media,definity|optison,b,n
echocardiography,cardiac echo|cardiac sonography|echo test|heart ultrasound,rx,optison,perflutren,ultrasound-contrast-media,definity|optison,b,n
ectopic pregnancy,abortion induction in ectopic pregnancy,rx,methotrexate,methotrexate,antimetabolites,,x,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,triamcinolone,triamcinolone topical,topical-steroids,dermasilkrx sds pak|dermasorb ta|dermawerx sds pak|kenalog|oralone|trianex|triderm,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,mometasone,mometasone topical,topical-steroids,elocon,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,elidel,pimecrolimus topical,miscellaneous-topical-agents,,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx/otc,hydrocortisone,hydrocortisone rectal,topical-steroids,anucort-hc|anumed-hc|anusol-hc|cortizone-10 anal itch cream|hemorrhoidal hc|hemril-30|hemril-hc uniserts|preparation h hydrocortisone|procto-kit 1%|procto-kit 2.5%|procto-pak 1%|proctocort|proctocream-hc|proctosert hc|proctosol-hc|proctozone hc|proctozone-h|recort plus|rectasol-hc|tucks hc,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,clobetasol,clobetasol topical,topical-steroids,clobex|clodan|impoyz|olux|olux-e|temovate|tovet|cormax|embeline e|clobevate|embeline|olux/olux-e kit|cormax scalp|tovet kit|clobetasol|clobetasol|temovate e|cormax|embeline e|clobevate|embeline|olux/olux-e kit|cormax scalp|tovet kit|clobetasol (eqv-temovate e)|clobetasol (eqv-temovate),c,n
