,disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label,cui_from_generic,cui_from_brand,cui_combined_gen_brand,rxnorms_from_CUI
2172,bullous pemphigoid,,rx,doryx,doxycycline delayed-release tablets,miscellaneous-antimalarials,doryx,d,n,,C0720025,C0720025,
2173,bullous pemphigoid,,rx,infliximab,infliximab,antirheumatics,inflectra|remicade|renflexis,b,n,C0666743,,C0666743,benzocaine
2174,bullous pemphigoid,,rx,monodox,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n,,,,
2175,bullous pemphigoid,,rx,cyclophosphamide,cyclophosphamide,alkylating-agents,cytoxan|neosar|cytoxan lyophilized,d,n,C0010583,,C0010583,methylenedioxycinnamic acid
2176,bullous pemphigoid,,rx,doryx mpc,doxycycline,,,d,n,C0013090,C1272460|C1705112,C0013090|C1272460|C1705112,isoetharine
2177,bullous pemphigoid,,rx,minocin,minocycline,tetracyclines,dynacin|minocin|minocin pac|solodyn|ximino,d,n,C0026187,,C0026187,brovanexine
2178,bullous pemphigoid,,rx,morgidox,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n,,,,
2179,bullous pemphigoid,,rx,oraxyl,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n,,,,
2180,bullous pemphigoid,,rx,vibramycin,doxycycline suspension,miscellaneous-antimalarials,vibramycin,d,n,,C0699957,C0699957,
2181,bullous pemphigoid,,rx,ery-tab,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2182,bullous pemphigoid,,rx,achromycin v,,tetracyclines,,d,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2183,bullous pemphigoid,,rx,dynacin,minocycline,tetracyclines,dynacin|minocin|minocin pac|solodyn|ximino,d,n,C0026187,,C0026187,brovanexine
2184,bullous pemphigoid,,rx,e.e.s. granules,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2185,burning mouth syndrome,bms,rx,clonazepam,clonazepam,benzodiazepine-anticonvulsants,,d,4,C0009011,C1272460|C1705112,C0009011|C1272460|C1705112,"estrogens, esterified (usp)/methyltestosterone"
2186,burning mouth syndrome,bms,rx,gabapentin,gabapentin,gamma-aminobutyric-acid-analogs,,c,n,C0060926,C1272460|C1705112,C0060926|C1272460|C1705112,suprofen
2187,burning mouth syndrome,bms,rx,lidocaine,lidocaine injection,group-i-antiarrhythmics,uad caine|xylocaine hcl|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine|xylocaine-mpf|lidoject 1|xylocaine dental cartridges|lidoject 2|xylocaine duo-trach kit|xylocaine hcl for spinal|l-caine|dilocaine|nervocaine|truxacaine|anestacaine,b,n,,,,
2188,burning mouth syndrome,bms,rx,amitriptyline,amitriptyline,tricyclic-antidepressants,,c,n,C0002600|C0202316,C1272460|C1705112,C0002600|C0202316|C1272460|C1705112,
2189,burning mouth syndrome,bms,rx,nortriptyline,nortriptyline,tricyclic-antidepressants,,n,n,C0028420|C0373487,C1272460|C1705112,C0028420|C0373487|C1272460|C1705112,
2190,burning mouth syndrome,bms,rx/otc,capsaicin,capsaicin topical,miscellaneous-topical-agents,capsicum oleoresin|capsin|capzasin back/body|capzasin-hp|capzasin-p|castiva warming|icy hot pm|icy hot with capsaicin|menthac arthritis cream with capsaicin|qutenza|salonpas gel-patch|salonpas pain patch with capsaicin|sloan's liniment|trixaicin|zostrix|dolorac|rt capsin|trixaicin hp|capzasin-hp arthritis formula|dr.s cream|analgesic balm with capsaicin|zostrix sports|axsain|zostrix neuropathy|capzasin quick relief|zostrix diabetic foot pain|zostrix foot pain|zostrix maximum strength|zostrix maximum strength foot pain|zostrix high potency foot pain|zostrix high potency arthritis pain|salonpas-hot|zostrix-hp|dolorac|rt capsin|trixaicin hp|capzasin-hp arthritis formula|dr.s cream|analgesic balm with capsaicin|zostrix sports|axsain|zostrix neuropathy|capzasin quick relief (obsolete)|zostrix diabetic foot pain|zostrix foot pain|zostrix maximum strength|zostrix maximum strength foot pain|zostrix high potency foot pain|zostrix high potency arthritis pain|salonpas-hot,b,n,C0717553,,C0717553,
2191,burning mouth syndrome,bms,rx,chlordiazepoxide,chlordiazepoxide,benzodiazepines,librium|libritabs|poxi|mitran,n,4,C0008188|C0274677,,C0008188|C0274677,
2192,burning mouth syndrome,bms,rx,dentipatch,,group-i-antiarrhythmics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2193,burning mouth syndrome,bms,rx/otc,zostrix diabetic foot pain,capsaicin cream|gel|liquid|and lotion,miscellaneous-topical-agents,capsagel|capsagel extra strength|capsagel maximum strength|capzasin|capzasin-hp|castiva warming|theragen hp|trixaicin hp|zostrix|zostrix arthritis pain relief|zostrix diabetic foot pain|zostrix foot pain relief|zostrix hp|zostrix sports|capzasin-p|castiva warming|theragen hp|trixaicin hp|zostrix|zostrix arthritis pain relief|zostrix diabetic foot pain|zostrix foot pain relief|zostrix hp|zostrix sports,b,n,,,,
2194,burns external,,rx,silver sulfadiazine,silver sulfadiazine topical,topical-antibiotics,silvadene|ssd|thermazene|ssd af,b,n,C0718054,,C0718054,
2195,burns external,,rx,silvadene,silver sulfadiazine topical,topical-antibiotics,silvadene|ssd|thermazene,b,n,C0718054,,C0718054,
2196,burns external,,rx/otc,lidocaine,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n,C0360097,,C0360097,
2197,burns external,,rx/otc,xylocaine jelly,lidocaine gel,topical-anesthetics,solarcaine aloe extra|xylocaine jelly,b,n,,,,
2199,burns external,,rx/otc,dermoplast,benzocaine topical,topical-anesthetics,,c,n,C0717489,C1272460|C1705112,C0717489|C1272460|C1705112,
2202,burns external,,rx,garamycin,gentamicin,aminoglycosides,garamycin,d,n,C0202391|C0546866,C0699088,C0202391|C0546866|C0699088,clioquinol/fluocinonide topical gel
2203,burns external,,rx,ssd,silver sulfadiazine topical,topical-antibiotics,silvadene|ssd|thermazene,b,n,C0718054,,C0718054,
2204,burns external,,rx,vancocin,vancomycin capsules,glycopeptide-antibiotics,vancocin,c,n,,C0699052,C0699052,
2205,burns external,,rx,gentamicin,gentamicin,aminoglycosides,garamycin|cidomycin|septopal,d,n,C0202391|C0546866,,C0202391|C0546866,clioquinol/fluocinonide topical gel
2206,burns external,,rx/otc,xylocaine topical,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2207,burns external,,rx,albuminar-25,albumin,plasma-expanders,albuked|albuminar-25|alburx|albutein|buminate|flexbumin|human albumin grifols|kedbumin|plasbumin-25|plasbumin-5,c,n,C0001924|C0201838,,C0001924|C0201838,
2208,burns external,,rx/otc,dermacinrx lido v pak,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2209,burns external,,rx,thermazene,silver sulfadiazine topical,topical-antibiotics,silvadene|ssd|thermazene,b,n,C0718054,,C0718054,
2210,burns external,,rx,vancomycin,vancomycin,glycopeptide-antibiotics,,c,n,C0042313|C0489941,C1272460|C1705112,C0042313|C0489941|C1272460|C1705112,
2211,burns external,,rx/otc,cidaleaze,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2212,burns external,,rx/otc,eha lotion,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2213,burns external,,rx,lidamantle,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n,C0360097,,C0360097,
2214,burns external,,rx/otc,lidopac,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2215,burns external,,rx,lidopin,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2216,burns external,,rx,lidorx,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n,C0360097,,C0360097,
2217,burns external,,rx/otc,lidotrans 5 pak,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2218,burns external,,rx,lidovex,,topical-anesthetics,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2219,burns nitrogen retention,,rx,somatropin,somatropin,growth-hormones,genotropin|humatrope|norditropin flexpro pen|nutropin aq nuspin 10|omnitrope|saizen|serostim|zomacton|zorbtive|norditropin|nutropin aq|nutropin depot|norditropin cartridge|genotropin miniquick|tev-tropin|norditropin nordiflex pen|saizen click-easy|omnitrope pen 5 cartridge|humatropen|omnitrope pen 10 cartridge|nutropin aq pen 20 cartridge|nutropin aq pen 10 cartridge|nutropin aq nuspin 5|nutropin aq nuspin 20|saizen kit|nutropin|norditropin|nutropin aq|nutropin depot|norditropin cartridge|genotropin miniquick|tev-tropin|norditropin nordiflex pen|saizen click-easy|omnitrope pen 5 cartridge|humatropen|omnitrope pen 10 cartridge|nutropin aq pen 20 cartridge|nutropin aq pen 10 cartridge|nutropin aq nuspin 5|nutropin aq nuspin 20|saizen kit,c,n,C0376560,,C0376560,procyclidine
2220,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,naproxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2221,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,prednisone,prednisone,glucocorticoids,,c,n,C0032952,C1272460|C1705112,C0032952|C1272460|C1705112,niflumic acid/orphenadrine
2222,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,aleve,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2223,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,indomethacin,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n,C0021246,,C0021246,potassium gluconate
2224,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,naprosyn,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2225,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n,C0011777,C1272460|C1705112,C0011777|C1272460|C1705112,bendroflumethiazide
2226,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,indocin,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n,C0021246,,C0021246,potassium gluconate
2227,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,cortisone,cortisone,glucocorticoids,cortone acetate,n,n,C0010137,C1135150,C0010137|C1135150,methylprednisolone acetate 10 mg/ml
2228,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,anaprox,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2229,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,kenalog-40,triamcinolone,glucocorticoids,kenalog-40|zilretta,c,n,C0040864,,C0040864,ferrous fumarate
2230,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,flanax pain reliever,naproxen sodium,nonsteroidal-anti-inflammatory-agents,,c,n,C0546873,C1272460|C1705112,C0546873|C1272460|C1705112,hydrocortisone 10 mg/ml/neomycin 5 mg/ml topical cream
2231,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,triamcinolone,triamcinolone,glucocorticoids,,c,n,C0040864,C1272460|C1705112,C0040864|C1272460|C1705112,ferrous fumarate
2232,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,all day pain relief,,nonsteroidal-anti-inflammatory-agents,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2233,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,anaprox-ds,naproxen,nonsteroidal-anti-inflammatory-agents,aleve|anaprox-ds|midol extended relief|naprelan 500|naprosyn,c,n,C0027396,,C0027396,furosemide
2234,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,betamethasone,betamethasone,glucocorticoids,celestone soluspan|celestone phosphate|selestoject|cell-u-jec|adbeon|beta-phos/ac|celestone|celestone phosphate|selestoject|cell-u-jec|adbeon|beta-phos/ac,c,n,C0005308,,C0005308,chlorothiazide
2235,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n,C0011777,,C0011777,bendroflumethiazide
2236,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,naprelan,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2238,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,aflaxen,naproxen,nonsteroidal-anti-inflammatory-agents,,c,n,C0027396,C1272460|C1705112,C0027396|C1272460|C1705112,furosemide
2239,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,all day relief,,nonsteroidal-anti-inflammatory-agents,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2240,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,ec-naprosyn,naproxen modified-release tablets,nonsteroidal-anti-inflammatory-agents,ec-naprosyn,c,n,,C0591843,C0591843,
2241,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,kenalog-10,triamcinolone,glucocorticoids,,c,n,C0040864,C1272460|C1705112,C0040864|C1272460|C1705112,ferrous fumarate
2242,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx/otc,midol extended relief,naproxen,nonsteroidal-anti-inflammatory-agents,aleve|anaprox-ds|midol extended relief|naprelan 500|naprosyn,c,n,C0027396,,C0027396,furosemide
2243,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,sulindac,sulindac,nonsteroidal-anti-inflammatory-agents,clinoril,c,n,C0038792,C0591267,C0038792|C0591267,glucagon (rdna) 1 mg
2244,bursitis,coal miner's elbow|elbow bursitis|housemaid's knee|trochanteric bursitis,rx,indocin sr,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n,C0021246,,C0021246,potassium gluconate
2245,cachexia,,rx,megestrol,megestrol,hormones-antineoplastics,megace es|megace,x,n,C0025175,,C0025175,1.7 ml articaine hydrochloride 40 mg/ml/epinephrine 0.005 mg/ml cartridge
2246,cachexia,,rx,somatropin,somatropin,growth-hormones,genotropin|humatrope|norditropin flexpro pen|nutropin aq nuspin 10|omnitrope|saizen|serostim|zomacton|zorbtive|norditropin|nutropin aq|nutropin depot|norditropin cartridge|genotropin miniquick|tev-tropin|norditropin nordiflex pen|saizen click-easy|omnitrope pen 5 cartridge|humatropen|omnitrope pen 10 cartridge|nutropin aq pen 20 cartridge|nutropin aq pen 10 cartridge|nutropin aq nuspin 5|nutropin aq nuspin 20|saizen kit|nutropin|norditropin|nutropin aq|nutropin depot|norditropin cartridge|genotropin miniquick|tev-tropin|norditropin nordiflex pen|saizen click-easy|omnitrope pen 5 cartridge|humatropen|omnitrope pen 10 cartridge|nutropin aq pen 20 cartridge|nutropin aq pen 10 cartridge|nutropin aq nuspin 5|nutropin aq nuspin 20|saizen kit,c,n,C0376560,,C0376560,procyclidine
2247,cachexia,,rx,serostim,somatropin,growth-hormones,genotropin|humatrope|norditropin flexpro pen|nutropin aq nuspin 10|omnitrope|saizen|serostim|zomacton|zorbtive,c,n,C0376560,,C0376560,procyclidine
2248,calcium oxalate calculi with hyperuricosuria,,rx,allopurinol,allopurinol,antigout-agents,,c,n,C0002144,C1272460|C1705112,C0002144|C1272460|C1705112,methylbenzethonium
2249,calcium oxalate calculi with hyperuricosuria,,rx,zyloprim,allopurinol,antigout-agents,zyloprim,c,n,C0002144,C0701096,C0002144|C0701096,methylbenzethonium
2250,calcium oxalate calculi with hyperuricosuria,,rx,aloprim,allopurinol injection,antigout-agents,aloprim,c,n,,C0875958,C0875958,
2251,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,erythromycin,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2252,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,floxin,ofloxacin,quinolones,,c,n,C0028902,C1272460|C1705112,C0028902|C1272460|C1705112,factor viii/von willebrand factor injection
2253,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,erythrocin,erythromycin tablets,macrolides,erythrocin|erythromycin filmtabs,b,n,,,,
2254,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,ery-tab,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2255,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,eryped,erythromycin suspension,macrolides,e. e. s.|eryped,b,n,,,,
2256,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,ofloxacin,ofloxacin,quinolones,floxin|floxin i.v.,c,n,C0028902,,C0028902,factor viii/von willebrand factor injection
2257,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,e.e.s.-400,,macrolides,,b,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2258,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,e.e.s. granules,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2259,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,erythrocin lactobionate,erythromycin injection,macrolides,erythromycin lactobionate - i.v.,b,n,,,,
2260,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,eryc,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2261,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,minocycline,minocycline,tetracyclines,,d,n,C0026187,C1272460|C1705112,C0026187|C1272460|C1705112,brovanexine
2262,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,pce dispertab,erythromycin,macrolides,,b,n,C0014806,C1272460|C1705112,C0014806|C1272460|C1705112,clenbuterol
2263,campylobacter gastroenteritis,bacterial diarrhea|campylobacter enteritis|food poisoningcampylobacter enteritis|infectious diarrheacampylobacter enteritis,rx,minocin for injection,,tetracyclines,,d,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
2264,candida urinary tract infection,,rx,fluconazole,fluconazole,azole-antifungals,diflucan,c,n,C0016277,C0699601,C0016277|C0699601,roxithromycin
2265,candida urinary tract infection,,rx,diflucan,fluconazole,azole-antifungals,,c,n,C0016277,C1272460|C1705112,C0016277|C1272460|C1705112,roxithromycin
2266,candida urinary tract infection,,rx,itraconazole,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
2267,candida urinary tract infection,,rx,sporanox,itraconazole,azole-antifungals,,c,n,C0064113,C1272460|C1705112,C0064113|C1272460|C1705112,aripiprazole
2268,candida urinary tract infection,,rx,amphocin,amphotericin b,polyenes,,b,n,C0002679,C1272460|C1705112,C0002679|C1272460|C1705112,castor oil
2269,candida urinary tract infection,,rx,amphotericin b,amphotericin b,polyenes,fungizone|fungizone for tissue culture|amphocin,b,n,C0002679,,C0002679,castor oil
2270,candida urinary tract infection,,rx,fungizone,amphotericin b,polyenes,fungizone,b,n,C0002679,C0812405,C0002679|C0812405,castor oil
2271,candida urinary tract infection,,rx,flucytosine,flucytosine,miscellaneous-antifungals,ancobon,c,n,C0016278,C0733923,C0016278|C0733923,"measles virus vaccine live, enders' attenuated edmonston strain/mumps virus vaccine live, jeryl lynn strain/rubella virus vaccine live (wistar ra 27-3 strain) injection"
2272,candida urinary tract infection,,rx,onmel,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
2273,candida urinary tract infection,,rx,ancobon,flucytosine,miscellaneous-antifungals,ancobon,c,n,C0016278,C0733923,C0016278|C0733923,"measles virus vaccine live, enders' attenuated edmonston strain/mumps virus vaccine live, jeryl lynn strain/rubella virus vaccine live (wistar ra 27-3 strain) injection"
2274,candidemia,,rx,fluconazole,fluconazole,azole-antifungals,diflucan,c,n,C0016277,C0699601,C0016277|C0699601,roxithromycin
2275,candidemia,,rx,diflucan,fluconazole,azole-antifungals,,c,n,C0016277,C1272460|C1705112,C0016277|C1272460|C1705112,roxithromycin
2276,candidemia,,rx,sporanox,itraconazole,azole-antifungals,,c,n,C0064113,C1272460|C1705112,C0064113|C1272460|C1705112,aripiprazole
2277,candidemia,,rx,itraconazole,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
2278,candidemia,,rx,caspofungin,caspofungin,echinocandins,cancidas,c,n,C0537894,C0935984,C0537894|C0935984,methotrimeprazine
2279,candidemia,,rx,amphotericin b,amphotericin b,polyenes,fungizone|fungizone for tissue culture|amphocin,b,n,C0002679,,C0002679,castor oil
2280,candidemia,,rx,cancidas,caspofungin,echinocandins,cancidas,c,n,C0537894,C0935984,C0537894|C0935984,methotrimeprazine
2281,candidemia,,rx,noxafil,posaconazole,azole-antifungals,,c,n,C0936148,C1272460|C1705112,C0936148|C1272460|C1705112,biotin
2282,candidemia,,rx,vfend,voriconazole,azole-antifungals,,d,n,C0393080,C1272460|C1705112,C0393080|C1272460|C1705112,clodronic acid
2283,candidemia,,rx,amphocin,amphotericin b,polyenes,,b,n,C0002679,C1272460|C1705112,C0002679|C1272460|C1705112,castor oil
2284,candidemia,,rx,eraxis,anidulafungin,echinocandins,,b,n,C1142738,C1272460|C1705112,C1142738|C1272460|C1705112,pholcodine
2285,candidemia,,rx,fungizone,amphotericin b,polyenes,fungizone,b,n,C0002679,C0812405,C0002679|C0812405,castor oil
2286,candidemia,,rx,micafungin,micafungin,echinocandins,mycamine,c,n,C1120386,C1613030,C1120386|C1613030,trimeprazine
2287,candidemia,,rx,mycamine,micafungin,echinocandins,,c,n,C1120386,C1272460|C1705112,C1120386|C1272460|C1705112,trimeprazine
2288,candidemia,,rx,posaconazole,posaconazole,azole-antifungals,noxafil,c,n,C0936148,C1174778,C0936148|C1174778,biotin
2289,candidemia,,rx,voriconazole,voriconazole,azole-antifungals,vfend,d,n,C0393080,C1136812,C0393080|C1136812,clodronic acid
2290,candidemia,,rx,ambisome,amphotericin b liposomal,polyenes,,b,n,C1145701,C1272460|C1705112,C1145701|C1272460|C1705112,
2291,candidemia,,rx,amphotericin b liposomal,amphotericin b liposomal,polyenes,ambisome,b,n,C1145701,C0591076,C1145701|C0591076,
2292,candidemia,,rx,ancobon,flucytosine,miscellaneous-antifungals,ancobon,c,n,C0016278,C0733923,C0016278|C0733923,"measles virus vaccine live, enders' attenuated edmonston strain/mumps virus vaccine live, jeryl lynn strain/rubella virus vaccine live (wistar ra 27-3 strain) injection"
2293,candidemia,,rx,flucytosine,flucytosine,miscellaneous-antifungals,ancobon,c,n,C0016278,C0733923,C0016278|C0733923,"measles virus vaccine live, enders' attenuated edmonston strain/mumps virus vaccine live, jeryl lynn strain/rubella virus vaccine live (wistar ra 27-3 strain) injection"
2294,candidemia,,rx,onmel,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
2295,candidemia,,rx,abelcet,amphotericin b lipid complex,polyenes,abelcet,b,n,C1145701,C0281209,C1145701|C0281209,
2296,candidemia,,rx,amphotericin b lipid complex,amphotericin b lipid complex,polyenes,abelcet,b,n,C1145701,C0281209,C1145701|C0281209,
2297,candidemia,,rx,anidulafungin,anidulafungin,echinocandins,eraxis,b,n,C1142738,C1697348,C1142738|C1697348,pholcodine
2298,capecitabine overdose,,rx,vistogard,uridine triacetate,miscellaneous-uncategorized-agents,,n,n,C2830009,C1272460|C1705112,C2830009|C1272460|C1705112,sulfur
2299,capecitabine overdose,,rx,uridine,uridine triacetate,miscellaneous-uncategorized-agents,vistogard|xuriden,n,n,C2830009,,C2830009,sulfur
2300,capillariasis,,rx,albenza,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
2301,capillariasis,,rx,mebendazole,mebendazole,anthelmintics,emverm|vermox,c,n,C0025023,,C0025023,ceftazidime
2302,capillariasis,,rx,albendazole,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
2303,carcinoid syndrome diarrhea,,rx,telotristat,telotristat ethyl,miscellaneous-gi-agents,xermelo,,n,,,,
2304,carcinoid syndrome diarrhea,,rx,xermelo,telotristat ethyl,miscellaneous-gi-agents,xermelo,,n,,,,
2305,carcinoid syndrome,,rx,somatuline depot,lanreotide,somatostatin-and-somatostatin-analogs,,c,n,C0209211,C1272460|C1705112,C0209211|C1272460|C1705112,thonzylamine hydrochloride 1.67 mg/ml
